WGS84 UTM 17N
-191.518651011982 390.1224413132295 158.094
-129.53701066342182 -367.7902014120482 157.994
-92.93758452741895 376.965880936943 160.694
-125.78030138881877 -169.6601351709105 158.194
-165.92575064045377 390.54164457833394 158.194
162.76745330542326 -157.72675152868032 158.094
-234.59209822572302 -113.92028032336384 158.294
-66.54283337702509 56.75213633058593 158.194
-99.30142384057399 172.20245211897418 157.994
-198.30498942395207 57.36224751872942 158.094
230.41501599096227 74.12226072978228 157.594
-54.35055633925367 -392.83155249385163 158.294
-288.83220209612045 229.3603380615823 157.894
-199.35453173040878 -139.88260722300038 158.194
32.58642245235387 40.347222610376775 158.294
-75.03877458989155 -144.4434247156605 158.094
219.28995195473544 -64.81313112331554 158.294
-10.31944668176584 -243.15997511614114 157.994
-118.36972174199764 -99.68962280871347 158.094
292.9611142138019 13.8427551263012 157.994
-168.12945370399393 335.1258926112205 158.194
418.0634283766849 -109.56375612318516 157.994
-194.7536326792324 -202.50531218387187 158.094
190.08495346293785 -79.13516384735703 158.294
412.9577655828325 -166.47705404786393 158.294
253.0290269976249 -178.65530218649656 157.894
61.99396820075344 120.1702390210703 158.294
-251.92948350613005 96.71362627251074 158.294
-243.37621955340728 -96.4235745142214 158.394
8.576105026295409 291.4033940182999 158.094
-256.16386913252063 -71.72972135664895 158.294
-137.57346863369457 350.4211963089183 158.094
119.98545062693302 148.39089085534215 158.094
-302.06108901742846 118.91619000630453 158.094
-306.2691468758276 91.66610937518999 158.094
-297.06248559011146 147.84928992576897 158.194
-147.36728491075337 82.73727640649304 158.194
-170.6341484731529 -60.541852799244225 158.194
-294.23266583064105 10.270174331963062 158.194
299.10076613002457 -223.07325388444588 158.294
41.68345483462326 110.43986705038697 158.094
-8.428490033838898 85.45568570680916 158.194
-143.12575917120557 216.2975165597163 158.094
-238.22069308790378 -27.892240699380636 158.194
-217.70598942460492 -147.86556787183508 158.094
209.9561933336081 61.986267170868814 157.894
31.99747388367541 -352.40662576491013 158.194
-30.34895512717776 331.9719310947694 157.994
-35.07808961637784 -383.68640463845804 158.394
383.8796573289437 -180.85847347043455 158.294
-219.36137414723635 -84.29059203574434 157.994
385.36923208180815 -82.51561147905886 158.094
-133.5196277545765 -369.0930453496985 157.994
346.1835508159129 -50.44571170583367 157.994
-14.356242893496528 -180.2129590245895 157.994
119.19583185773809 -114.91888817539439 158.294
-92.8984386017546 376.9020295892842 157.794
-57.719380941358395 323.81284770183265 157.994
-313.4550868651131 43.79216598533094 158.094
1.0091230238322169 220.98199183121324 158.194
334.3578967571957 -139.06066384073347 158.094
